,Date,DataType,sightings,Overlap
1182,2017-02-24,Whale,6.0,AcousticWhale
1183,2017-02-28,Whale,48.0,AcousticWhaleZooplankton
1184,2017-03-06,Whale,18.0,AcousticWhale
1185,2017-03-14,Whale,2.0,AcousticWhale
1186,2017-03-18,Whale,23.0,AcousticWhaleZooplankton
1187,2017-03-21,Whale,54.0,AcousticWhale
1188,2017-03-25,Whale,18.0,AcousticWhale
1189,2017-03-28,Whale,29.0,AcousticWhale
1190,2017-03-31,Whale,65.0,AcousticWhaleZooplankton
1191,2017-04-03,Whale,108.0,AcousticWhaleZooplankton
1192,2017-04-09,Whale,183.0,AcousticWhaleZooplankton
1193,2017-04-11,Whale,4.0,AcousticWhale
1194,2017-04-12,Whale,179.0,AcousticWhaleZooplankton
1195,2017-04-13,Whale,5.0,AcousticWhale
1196,2017-04-14,Whale,262.0,AcousticWhaleZooplankton
1197,2017-04-15,Whale,6.0,AcousticWhale
1198,2017-04-17,Whale,198.0,AcousticWhale
1199,2017-04-18,Whale,13.0,AcousticWhaleZooplankton
1200,2017-04-19,Whale,13.0,AcousticWhale
1201,2017-04-20,Whale,60.0,AcousticWhale
1202,2017-04-23,Whale,123.0,AcousticWhale
1203,2017-04-24,Whale,74.0,AcousticWhale
1204,2017-04-27,Whale,9.0,AcousticWhale
1205,2017-04-30,Whale,23.0,AcousticWhale
1206,2017-05-01,Whale,12.0,AcousticWhale
1207,2017-05-04,Whale,12.0,AcousticWhaleZooplankton
1208,2017-12-24,Whale,2.0,Whale
1209,2018-01-16,Whale,16.0,Whale
1210,2018-01-19,Whale,10.0,Whale
1211,2018-02-06,Whale,19.0,Whale
1212,2018-02-13,Whale,11.0,AcousticWhale
1213,2018-02-15,Whale,2.0,AcousticWhale
1214,2018-02-17,Whale,10.0,AcousticWhale
1215,2018-02-24,Whale,73.0,AcousticWhaleZooplankton
1216,2018-02-27,Whale,48.0,AcousticWhale
1217,2018-03-01,Whale,33.0,AcousticWhale
1218,2018-03-12,Whale,31.0,AcousticWhaleZooplankton
1219,2018-03-20,Whale,32.0,AcousticWhaleZooplankton
1220,2018-03-24,Whale,1.0,AcousticWhale
1221,2018-03-28,Whale,59.0,AcousticWhaleZooplankton
1222,2018-03-29,Whale,55.0,AcousticWhale
1223,2018-04-02,Whale,1.0,AcousticWhale
1224,2018-04-03,Whale,3.0,AcousticWhale
1225,2018-04-10,Whale,7.0,AcousticWhale
1226,2018-04-11,Whale,14.0,AcousticWhaleZooplankton
1227,2018-04-13,Whale,13.0,AcousticWhaleZooplankton
1228,2018-04-21,Whale,43.0,AcousticWhale
1229,2018-04-22,Whale,105.0,AcousticWhaleZooplankton
1230,2018-04-23,Whale,40.0,AcousticWhale
1231,2018-04-26,Whale,2.0,AcousticWhale
1232,2018-04-27,Whale,172.0,AcousticWhaleZooplankton
1233,2018-04-28,Whale,53.0,AcousticWhale
1234,2018-04-30,Whale,124.0,AcousticWhaleZooplankton
1235,2018-05-01,Whale,21.0,AcousticWhale
1236,2018-05-03,Whale,13.0,AcousticWhale
1237,2018-05-04,Whale,67.0,AcousticWhale
1238,2018-05-05,Whale,3.0,AcousticWhale
1239,2018-05-06,Whale,55.0,AcousticWhaleZooplankton
1240,2018-05-07,Whale,2.0,AcousticWhale
1241,2018-05-08,Whale,4.0,AcousticWhale
1242,2018-05-09,Whale,12.0,AcousticWhale
1243,2018-05-13,Whale,1.0,AcousticWhale
1244,2018-12-11,Whale,9.0,Whale
1245,2018-12-14,Whale,5.0,Whale
1246,2018-12-19,Whale,8.0,Whale
1247,2018-12-30,Whale,3.0,Whale
1248,2011-02-17,Zooplankton,,AcousticWhaleZooplankton
1249,2011-02-24,Zooplankton,,AcousticWhaleZooplankton
1250,2011-03-17,Zooplankton,,AcousticWhaleZooplankton
1251,2011-04-19,Zooplankton,,AcousticWhaleZooplankton
1252,2011-04-25,Zooplankton,,AcousticWhaleZooplankton
1253,2011-04-29,Zooplankton,,AcousticWhaleZooplankton
1254,2012-01-26,Zooplankton,,WhaleZooplankton
1255,2012-02-09,Zooplankton,,WhaleZooplankton
1256,2012-02-15,Zooplankton,,WhaleZooplankton
1257,2012-02-27,Zooplankton,,WhaleZooplankton
1258,2012-02-29,Zooplankton,,WhaleZooplankton
1259,2012-03-23,Zooplankton,,WhaleZooplankton
1260,2012-04-01,Zooplankton,,WhaleZooplankton
1261,2012-04-13,Zooplankton,,WhaleZooplankton
1262,2012-04-17,Zooplankton,,WhaleZooplankton
1263,2013-01-28,Zooplankton,,AcousticWhaleZooplankton
1264,2013-03-11,Zooplankton,,AcousticWhaleZooplankton
1265,2013-03-18,Zooplankton,,AcousticWhaleZooplankton
1266,2013-04-08,Zooplankton,,AcousticWhaleZooplankton
1267,2013-04-15,Zooplankton,,AcousticWhaleZooplankton
1268,2013-04-26,Zooplankton,,AcousticWhaleZooplankton
1269,2013-04-29,Zooplankton,,AcousticWhaleZooplankton
1270,2013-05-01,Zooplankton,,AcousticWhaleZooplankton
1271,2013-05-05,Zooplankton,,AcousticZooplankton
1272,2014-03-04,Zooplankton,,AcousticWhaleZooplankton
1273,2014-03-25,Zooplankton,,AcousticWhaleZooplankton
1274,2014-04-02,Zooplankton,,AcousticWhaleZooplankton
1275,2014-04-04,Zooplankton,,AcousticWhaleZooplankton
1276,2014-04-09,Zooplankton,,AcousticWhaleZooplankton
1277,2014-04-12,Zooplankton,,AcousticWhaleZooplankton
1278,2014-04-18,Zooplankton,,AcousticWhaleZooplankton
1279,2014-04-21,Zooplankton,,AcousticWhaleZooplankton
1280,2014-04-25,Zooplankton,,AcousticWhaleZooplankton
1281,2015-02-18,Zooplankton,,AcousticWhaleZooplankton
1282,2015-03-20,Zooplankton,,AcousticWhaleZooplankton
1283,2015-04-06,Zooplankton,,AcousticWhaleZooplankton
1284,2015-04-15,Zooplankton,,AcousticWhaleZooplankton
1285,2015-04-18,Zooplankton,,AcousticWhaleZooplankton
1286,2015-04-27,Zooplankton,,AcousticWhaleZooplankton
1287,2015-05-06,Zooplankton,,AcousticWhaleZooplankton
1288,2015-05-08,Zooplankton,,AcousticWhaleZooplankton
1289,2016-03-08,Zooplankton,,AcousticWhaleZooplankton
1290,2016-03-30,Zooplankton,,AcousticWhaleZooplankton
1291,2016-04-06,Zooplankton,,AcousticWhaleZooplankton
1292,2016-04-09,Zooplankton,,AcousticWhaleZooplankton
1293,2016-04-18,Zooplankton,,AcousticWhaleZooplankton
1294,2016-04-25,Zooplankton,,AcousticWhaleZooplankton
1295,2016-04-27,Zooplankton,,AcousticWhaleZooplankton
1296,2016-04-29,Zooplankton,,AcousticWhaleZooplankton
1297,2017-02-28,Zooplankton,,AcousticWhaleZooplankton
1298,2017-03-18,Zooplankton,,AcousticWhaleZooplankton
1299,2017-03-31,Zooplankton,,AcousticWhaleZooplankton
1300,2017-04-03,Zooplankton,,AcousticWhaleZooplankton
1301,2017-04-09,Zooplankton,,AcousticWhaleZooplankton
1302,2017-04-12,Zooplankton,,AcousticWhaleZooplankton
1303,2017-04-14,Zooplankton,,AcousticWhaleZooplankton
1304,2017-04-18,Zooplankton,,AcousticWhaleZooplankton
1305,2017-05-04,Zooplankton,,AcousticWhaleZooplankton
1306,2017-05-09,Zooplankton,,AcousticZooplankton
1307,2018-02-24,Zooplankton,,AcousticWhaleZooplankton
1308,2018-03-12,Zooplankton,,AcousticWhaleZooplankton
1309,2018-03-20,Zooplankton,,AcousticWhaleZooplankton
1310,2018-03-28,Zooplankton,,AcousticWhaleZooplankton
1311,2018-04-11,Zooplankton,,AcousticWhaleZooplankton
1312,2018-04-13,Zooplankton,,AcousticWhaleZooplankton
1313,2018-04-22,Zooplankton,,AcousticWhaleZooplankton
1314,2018-04-27,Zooplankton,,AcousticWhaleZooplankton
1315,2018-04-30,Zooplankton,,AcousticWhaleZooplankton
1316,2018-05-06,Zooplankton,,AcousticWhaleZooplankton
