,between_days,DataType,depYear,c_uniqueUnitID,latitudeDeployed_DecDeg,longitudeDeployed_DecDeg
28,2016-05-07,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-07,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-08,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-08,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-08,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-08,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-09,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-09,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-09,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-09,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
118,2016-05-09,Aerial,2016,,42.10833333,-70.16667
26,2016-05-10,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-10,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-10,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-10,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-11,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-11,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-11,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-11,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-12,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-12,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-12,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-12,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-13,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-13,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-13,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-13,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-14,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-14,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-14,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-14,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-15,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-15,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-15,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-15,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-16,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-16,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-16,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-16,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-17,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-17,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-17,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-17,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-18,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-18,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-18,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-18,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-19,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-19,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-19,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-19,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-20,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-20,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-20,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-20,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-21,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-21,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-21,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-21,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-22,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-22,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-22,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-22,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-23,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-23,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-23,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-23,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-24,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-24,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-24,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-24,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
26,2016-05-25,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,41.957367,-70.230967
27,2016-05-25,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0171_FD02832,41.964167,-70.2029
28,2016-05-25,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0212_FD02802,41.938167,-70.2373
29,2016-05-25,Acoustic,2016,2016_BRP_CCB_S1060_Dep25_20160214_PU0214_FD02794,41.968683,-70.254483
30,2017-02-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
119,2017-02-24,Aerial,2017,,42.10833333,-70.16667
30,2017-02-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-27,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-27,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-27,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-27,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-02-28,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-02-28,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-02-28,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-02-28,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
120,2017-02-28,Aerial,2017,,42.10833333,-70.16667
49,2017-02-28,Zooplankton,2017,,41.97,-70.43
30,2017-03-01,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-01,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-01,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-01,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-02,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-02,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-02,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-02,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-03,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-03,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-03,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-03,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-04,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-04,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-04,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-04,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-05,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-05,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-05,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-05,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-06,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-06,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-06,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-06,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
121,2017-03-06,Aerial,2017,,42.10833333,-70.16667
30,2017-03-07,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-07,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-07,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-07,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-08,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-08,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-08,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-08,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-09,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-09,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-09,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-09,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-10,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-10,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-10,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-10,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-11,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-11,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-11,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-11,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-12,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-12,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-12,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-12,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-13,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-13,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-13,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-13,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-14,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-14,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-14,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-14,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-15,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-15,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-15,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-15,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-16,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-16,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-16,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-16,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-17,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-17,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-17,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-17,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-18,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-18,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-18,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-18,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
122,2017-03-18,Aerial,2017,,42.10833333,-70.16667
50,2017-03-18,Zooplankton,2017,,41.97,-70.43
30,2017-03-19,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-19,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-19,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-19,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-20,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-20,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-20,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-20,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-21,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
123,2017-03-21,Aerial,2017,,42.10833333,-70.16667
30,2017-03-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-22,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-23,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-24,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
33,2017-03-25,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0239_FD02972_CCB,41.963688,-70.204048
30,2017-03-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,41.967545,-70.254935
31,2017-03-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0142_FD02974_CCB,41.937605,-70.237658
32,2017-03-26,Acoustic,2017,2017_BRP_CCB_S1073_Dep26_20170219_PU0232_FD02980_CCB,41.956485,-70.232118
